"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Accessibility with Default Counts","tests","Mon Feb 24 01:07:42 GMT 2025","broken","Mon Feb 24 01:07:42 GMT 2025","TestAccessibility","accesability_test","",""
"","0","test_inventory_page[chromium-standard_user]","tests","Mon Feb 24 01:07:35 GMT 2025","broken","Mon Feb 24 01:07:35 GMT 2025","TestInventory","inventory_test","",""
