"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_inventory_page[chromium-standard_user]","tests","Fri Feb 21 01:06:44 GMT 2025","broken","Fri Feb 21 01:06:44 GMT 2025","TestInventory","inventory_test","",""
"","0","Test Accessibility with Default Counts","tests","Fri Feb 21 01:05:48 GMT 2025","broken","Fri Feb 21 01:05:48 GMT 2025","TestAccessibility","accesability_test","",""
