"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Accessibility with Default Counts","tests","Sat Feb 08 01:03:43 GMT 2025","broken","Sat Feb 08 01:03:43 GMT 2025","TestAccessibility","accesability_test","",""
"","0","test_inventory_page[chromium-standard_user]","tests","Sat Feb 08 01:03:03 GMT 2025","broken","Sat Feb 08 01:03:03 GMT 2025","TestInventory","inventory_test","",""
