"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Accessibility with Default Counts","tests","Tue Feb 11 01:04:57 GMT 2025","broken","Tue Feb 11 01:04:57 GMT 2025","TestAccessibility","accesability_test","",""
"","0","test_inventory_page[chromium-standard_user]","tests","Tue Feb 11 01:05:04 GMT 2025","broken","Tue Feb 11 01:05:04 GMT 2025","TestInventory","inventory_test","",""
