"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_inventory_page[chromium-standard_user]","tests","Sat Feb 22 01:05:25 GMT 2025","broken","Sat Feb 22 01:05:25 GMT 2025","TestInventory","inventory_test","",""
"","0","Test Accessibility with Default Counts","tests","Sat Feb 22 01:05:03 GMT 2025","broken","Sat Feb 22 01:05:03 GMT 2025","TestAccessibility","accesability_test","",""
