"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Accessibility with Default Counts","tests","Wed Feb 26 01:07:08 GMT 2025","broken","Wed Feb 26 01:07:08 GMT 2025","TestAccessibility","accesability_test","",""
"","0","test_inventory_page[chromium-standard_user]","tests","Wed Feb 26 01:07:03 GMT 2025","broken","Wed Feb 26 01:07:03 GMT 2025","TestInventory","inventory_test","",""
